# Title: February 2025 Global Gridded Precipitation
# Units: Millimeters
# Base Period: 1991-2020
# Missing: -9,999.00
Latitude,Longitude,Value,Anomaly,Rank,Mean
-58.75,208.75,62.16,-25.09,8,87.25
-58.75,211.25,69.58,-15.16,11,84.74
-58.75,213.75,72.96,-10.96,13,83.92
-58.75,216.25,58.49,-29.65,3,88.14
-58.75,218.75,58.37,-31.9,4,90.27
-58.75,221.25,62.79,-27.46,4,90.25
-58.75,223.75,63.9,-23.91,4,87.81
-58.75,226.25,69.85,-17.71,8,87.56
-58.75,228.75,72.9,-16.71,10,89.61
-58.75,231.25,69.1,-21.12,6,90.22
-58.75,233.75,61.06,-26.57,2,87.63
-58.75,236.25,58.13,-29.36,3,87.49
-58.75,238.75,60.71,-27.83,3,88.54
-58.75,241.25,71.66,-17.38,5,89.04
-58.75,243.75,78.45,-10.54,13,88.99
-58.75,246.25,91.93,2.74,30,89.19
-58.75,248.75,98.28,8.37,38,89.91
-58.75,251.25,85.2,-6.44,15,91.64
-58.75,253.75,78.03,-14.07,8,92.1
-58.75,256.25,77.84,-12.07,10,89.91
-58.75,258.75,73.27,-16.53,8,89.8
-58.75,261.25,75.61,-15.02,8,90.63
-58.75,263.75,79.81,-7.45,11,87.26
-58.75,266.25,76.78,-7.45,12,84.23
-58.75,268.75,70.87,-13.6,7,84.47
-58.75,271.25,79.78,-6.55,13,86.33
-58.75,273.75,84.05,-3.01,18,87.06
-58.75,276.25,81.23,-5.69,16,86.92
-58.75,278.75,84.98,-3.72,17,88.7
-58.75,281.25,76.1,-15.98,8,92.08
-58.75,283.75,71.59,-20.79,5,92.38
-58.75,286.25,75.63,-19.66,5,95.29
-58.75,288.75,71.27,-24.66,3,95.93
-58.75,291.25,63.5,-31.1,2,94.6
-58.75,293.75,68.51,-27.04,3,95.55
-58.75,296.25,80.21,-16.41,5,96.62
-58.75,298.75,76.56,-17.16,6,93.72
-58.75,301.25,88.86,-2.5,18,91.36
-58.75,303.75,93.23,2.24,25,90.99
-58.75,306.25,95.09,7.18,31,87.91
-58.75,308.75,103.44,17.14,39,86.3
-58.75,311.25,109.87,23.33,43,86.54
-58.75,313.75,104.86,17.57,42,87.29
-58.75,316.25,100.76,14.92,39,85.84
-58.75,318.75,97.61,13.68,37,83.93
-58.75,321.25,96.86,13.75,38,83.11
-58.75,323.75,93.36,8.62,36,84.74
-58.75,326.25,80.89,-6.03,19,86.92
-58.75,328.75,81.48,-3.64,20,85.12
-58.75,331.25,80.35,-3.17,20,83.52
-58.75,333.75,80.19,-4.46,20,84.65
-58.75,336.25,79.86,-6.27,17,86.13
-58.75,338.75,75.83,-9.33,13,85.16
-58.75,341.25,71.6,-12.41,11,84.01
-58.75,343.75,68.51,-13.91,8,82.42
-58.75,346.25,67.72,-12.17,8,79.89
-58.75,348.75,71.22,-8.99,13,80.21
-58.75,351.25,82.24,0.83,28,81.41
-58.75,353.75,90.29,9.22,38,81.07
-58.75,356.25,90.84,8.74,34,82.1
-58.75,358.75,86.93,5.15,32,81.78
-56.25,1.25,88.88,7.65,34,81.23
-56.25,3.75,94.4,12.1,40,82.3
-56.25,6.25,91.86,9.84,37,82.02
-56.25,8.75,94.11,13.42,43,80.69
-56.25,11.25,93.87,12.71,42,81.16
-56.25,13.75,92.02,8.97,40,83.05
-56.25,16.25,91.87,9.73,42,82.14
-56.25,18.75,84.9,2.52,25,82.38
-56.25,21.25,81.41,-5.59,14,87
-56.25,23.75,86.77,-2.06,25,88.83
-56.25,26.25,85.55,-4.45,21,90
-56.25,28.75,86.95,-4.82,18,91.77
-56.25,31.25,89.54,-2.3,19,91.84
-56.25,33.75,84.48,-6.38,14,90.86
-56.25,36.25,72.88,-19.56,5,92.44
-56.25,38.75,70.68,-24.93,4,95.61
-56.25,41.25,72.13,-25.48,4,97.61
-56.25,43.75,67.67,-31.99,2,99.66
-56.25,46.25,76,-24.05,5,100.05
-56.25,48.75,72.25,-24.69,5,96.94
-56.25,51.25,85.62,-9.16,13,94.78
-56.25,53.75,87.48,-6.42,13,93.9
-56.25,56.25,68.39,-24.58,2,92.97
-56.25,58.75,66.16,-26.67,1,92.83
-56.25,61.25,74.91,-15.71,6,90.62
-56.25,63.75,79.25,-9.99,10,89.24
-56.25,66.25,74.09,-14.74,8,88.83
-56.25,68.75,74.24,-15.93,8,90.17
-56.25,71.25,76.05,-14.98,10,91.03
-56.25,73.75,73.2,-18.74,5,91.94
-56.25,76.25,72.05,-18.29,7,90.34
-56.25,78.75,80.53,-7.78,14,88.31
-56.25,81.25,97.49,10.1,32,87.39
-56.25,83.75,95.98,8.79,31,87.19
-56.25,86.25,85.1,-2.01,23,87.11
-56.25,88.75,99.95,12.01,35,87.94
-56.25,91.25,103.48,14.8,40,88.68
-56.25,93.75,107.02,17.18,41,89.84
-56.25,96.25,105.86,15.29,40,90.57
-56.25,98.75,92.22,2.67,26,89.55
-56.25,101.25,69.9,-16.63,5,86.53
-56.25,103.75,59.4,-26.91,1,86.31
-56.25,106.25,57.2,-27.64,1,84.84
-56.25,108.75,53.87,-30.28,1,84.15
-56.25,111.25,67.69,-17.11,2,84.8
-56.25,113.75,92.01,7.57,38,84.44
-56.25,116.25,85.87,1.08,25,84.79
-56.25,118.75,66.65,-20.2,3,86.85
-56.25,121.25,66.48,-21.99,2,88.47
-56.25,123.75,77.18,-11.93,6,89.11
-56.25,126.25,89.11,-1.76,23,90.87
-56.25,128.75,99.34,6.9,34,92.44
-56.25,131.25,112.16,18.39,40,93.77
-56.25,133.75,122.18,29.17,45,93.01
-56.25,136.25,112.91,20.07,41,92.84
-56.25,138.75,105.35,13.85,40,91.5
-56.25,141.25,103.84,9.94,36,93.9
-56.25,143.75,97.38,2.39,32,94.99
-56.25,146.25,85.47,-7.95,18,93.42
-56.25,148.75,90.91,-3.33,20,94.24
-56.25,151.25,99.93,5.05,32,94.88
-56.25,153.75,98.24,4.54,30,93.7
-56.25,156.25,83.32,-7.3,15,90.62
-56.25,158.75,91.45,2.11,22,89.34
-56.25,161.25,102.75,15.06,40,87.69
-56.25,163.75,89.86,0.31,19,89.55
-56.25,166.25,98.58,5.43,28,93.15
-56.25,168.75,113.9,20.05,41,93.85
-56.25,171.25,100.64,10.57,36,90.07
-56.25,173.75,78.64,-10.33,13,88.97
-56.25,176.25,86.41,-1.82,28,88.23
-56.25,178.75,78.96,-9.37,17,88.33
-56.25,181.25,71.82,-13.9,10,85.72
-56.25,183.75,68.29,-17,8,85.29
-56.25,186.25,66.12,-18.37,8,84.49
-56.25,188.75,67.18,-15.36,8,82.54
-56.25,191.25,67.43,-15.23,9,82.66
-56.25,193.75,66.44,-16.14,9,82.58
-56.25,196.25,64.56,-18.54,8,83.1
-56.25,198.75,61.11,-21.33,7,82.44
-56.25,201.25,58.71,-25.13,3,83.84
-56.25,203.75,58.71,-25.91,4,84.62
-56.25,206.25,60.89,-22.99,7,83.88
-56.25,208.75,61.32,-21.87,5,83.19
-56.25,211.25,72.75,-9.09,15,81.84
-56.25,213.75,75.16,-6.67,19,81.83
-56.25,216.25,61.19,-23.08,3,84.27
-56.25,218.75,53.73,-34.03,1,87.76
-56.25,221.25,58.37,-28.55,2,86.92
-56.25,223.75,60.04,-24.52,4,84.56
-56.25,226.25,58.45,-25.68,4,84.13
-56.25,228.75,65.6,-20.5,8,86.1
-56.25,231.25,59.06,-29.04,5,88.1
-56.25,233.75,54.65,-34.3,2,88.95
-56.25,236.25,63.58,-27.48,6,91.06
-56.25,238.75,63.87,-27.68,4,91.55
-56.25,241.25,66.74,-22.95,7,89.69
-56.25,243.75,75.77,-13.06,10,88.83
-56.25,246.25,79.57,-10.58,16,90.15
-56.25,248.75,82.13,-8.05,15,90.18
-56.25,251.25,65.34,-23.7,7,89.04
-56.25,253.75,60.78,-28.15,5,88.93
-56.25,256.25,66.69,-20.75,6,87.44
-56.25,258.75,66.79,-19.22,9,86.01
-56.25,261.25,63.37,-22.11,5,85.48
-56.25,263.75,64.55,-20.61,7,85.16
-56.25,266.25,56.16,-30.6,2,86.76
-56.25,268.75,51,-37.76,1,88.76
-56.25,271.25,55.26,-34.02,2,89.28
-56.25,273.75,60.76,-28.86,3,89.62
-56.25,276.25,77.1,-11.95,11,89.05
-56.25,278.75,88.07,-3.23,23,91.3
-56.25,281.25,84.81,-7.4,16,92.21
-56.25,283.75,87.45,-8.44,15,95.89
-56.25,286.25,99.21,-4.04,21,103.25
-56.25,288.75,94,7.99,35,86.01
-56.25,291.25,89.33,10.12,36,79.21
-56.25,293.75,97.27,12.12,34,85.15
-56.25,296.25,98.1,-7.13,14,105.23
-56.25,298.75,79.04,-18.61,4,97.65
-56.25,301.25,90.86,1.14,28,89.72
-56.25,303.75,93.28,4.25,28,89.03
-56.25,306.25,84.72,-1.16,25,85.88
-56.25,308.75,92.66,8.87,34,83.79
-56.25,311.25,106.21,24.09,45,82.12
-56.25,313.75,90.27,7.28,35,82.99
-56.25,316.25,81.45,-1.36,17,82.81
-56.25,318.75,75.78,-8.13,12,83.91
-56.25,321.25,70.72,-14.67,9,85.39
-56.25,323.75,64.12,-22.13,4,86.25
-56.25,326.25,65.19,-21.33,4,86.52
-56.25,328.75,74.55,-10.03,13,84.58
-56.25,331.25,85.03,-0.86,26,85.89
-56.25,333.75,94.63,8.1,33,86.53
-56.25,336.25,95.38,7.81,35,87.57
-56.25,338.75,79.98,-8.18,14,88.16
-56.25,341.25,67.52,-21.18,4,88.7
-56.25,343.75,68.31,-21.02,3,89.33
-56.25,346.25,68.4,-18.81,6,87.21
-56.25,348.75,78.24,-3.77,19,82.01
-56.25,351.25,80.64,0.23,26,80.41
-56.25,353.75,94.06,14.34,41,79.72
-56.25,356.25,102.71,24.55,45,78.16
-56.25,358.75,92.02,13.48,41,78.54
-53.75,1.25,83.66,12.58,40,71.08
-53.75,3.75,79.84,7.94,40,71.9
-53.75,6.25,76.02,2.79,32,73.23
-53.75,8.75,71.96,0.35,26,71.61
-53.75,11.25,59.47,-9.98,11,69.45
-53.75,13.75,67.57,-2.86,23,70.43
-53.75,16.25,64.78,-5.63,16,70.41
-53.75,18.75,70.43,-0.12,20,70.55
-53.75,21.25,73.33,-2.3,22,75.63
-53.75,23.75,77.21,1.97,25,75.24
-53.75,26.25,69.28,-10.66,11,79.94
-53.75,28.75,75.39,-7.51,14,82.9
-53.75,31.25,75.63,-8.7,14,84.33
-53.75,33.75,69.13,-12.15,10,81.28
-53.75,36.25,60.55,-22.45,4,83
-53.75,38.75,66.54,-22.47,3,89.01
-53.75,41.25,70.68,-14.46,6,85.14
-53.75,43.75,84.15,-5.24,17,89.39
-53.75,46.25,101.59,14.97,39,86.62
-53.75,48.75,101.32,18.46,45,82.86
-53.75,51.25,84.04,2.75,26,81.29
-53.75,53.75,90.56,5.46,33,85.1
-53.75,56.25,94.87,7.32,36,87.55
-53.75,58.75,134.86,49.72,46,85.14
-53.75,61.25,92.52,11.64,33,80.88
-53.75,63.75,69.04,-13.99,12,83.03
-53.75,66.25,123.21,43.89,46,79.32
-53.75,68.75,113,31.86,43,81.14
-53.75,71.25,92.12,5.84,33,86.28
-53.75,73.75,86.84,2.38,24,84.46
-53.75,76.25,87.06,4.69,29,82.37
-53.75,78.75,98.2,14.52,38,83.68
-53.75,81.25,106.62,20.13,43,86.49
-53.75,83.75,97.35,12.46,39,84.89
-53.75,86.25,100.04,19.24,42,80.8
-53.75,88.75,107.6,28.72,43,78.88
-53.75,91.25,77.36,-1.51,26,78.87
-53.75,93.75,78.78,0.36,27,78.42
-53.75,96.25,109.09,30.85,45,78.24
-53.75,98.75,80.26,1.13,28,79.13
-53.75,101.25,78.52,2.53,30,75.99
-53.75,103.75,74.41,1.14,27,73.27
-53.75,106.25,66.55,-6.71,14,73.26
-53.75,108.75,52.54,-22.36,1,74.9
-53.75,111.25,48.89,-25.25,1,74.14
-53.75,113.75,79.48,3.34,30,76.14
-53.75,116.25,74.13,-2.12,21,76.25
-53.75,118.75,69.56,-4.84,14,74.4
-53.75,121.25,78.93,2.52,30,76.41
-53.75,123.75,89.78,12.57,39,77.21
-53.75,126.25,97.83,15.81,42,82.02
-53.75,128.75,88.53,5.88,34,82.65
-53.75,131.25,96.39,11.65,38,84.74
-53.75,133.75,103.03,15.96,38,87.07
-53.75,136.25,78.74,-6.43,18,85.17
-53.75,138.75,78.39,-5.19,18,83.58
-53.75,141.25,112.34,27.52,45,84.82
-53.75,143.75,82.94,-0.76,25,83.7
-53.75,146.25,69.14,-19.34,7,88.48
-53.75,148.75,85.09,-7.74,19,92.83
-53.75,151.25,82,-4.51,19,86.51
-53.75,153.75,81.22,-7.57,19,88.79
-53.75,156.25,84.64,-2.56,25,87.2
-53.75,158.75,84.52,-2.39,24,86.91
-53.75,161.25,107.47,18.57,34,88.9
-53.75,163.75,117.5,29.28,41,88.22
-53.75,166.25,71.78,-17.24,10,89.02
-53.75,168.75,71.97,-13.92,12,85.89
-53.75,171.25,80.6,-4.07,20,84.67
-53.75,173.75,68.69,-10.39,17,79.08
-53.75,176.25,61.07,-15.46,12,76.53
-53.75,178.75,86.27,8.35,33,77.92
-53.75,181.25,61.3,-14.12,11,75.42
-53.75,183.75,58.79,-21.2,4,79.99
-53.75,186.25,61.06,-14.72,11,75.78
-53.75,188.75,66.03,-10.71,15,76.74
-53.75,191.25,64.8,-16.13,12,80.93
-53.75,193.75,71.97,-4.45,24,76.42
-53.75,196.25,60.68,-21.33,8,82.01
-53.75,198.75,77.57,-6.23,24,83.8
-53.75,201.25,54.91,-25.94,5,80.85
-53.75,203.75,51.2,-27.61,3,78.81
-53.75,206.25,52.07,-34.27,2,86.34
-53.75,208.75,51.81,-32.72,2,84.53
-53.75,211.25,65.34,-18.64,6,83.98
-53.75,213.75,85.91,-3.19,23,89.1
-53.75,216.25,77.91,-7.28,21,85.19
-53.75,218.75,68.91,-14.94,15,83.85
-53.75,221.25,53.41,-28.76,3,82.17
-53.75,223.75,68.88,-9.69,15,78.57
-53.75,226.25,71.95,-8.99,15,80.94
-53.75,228.75,57.33,-25.56,4,82.89
-53.75,231.25,78.19,-6.05,19,84.24
-53.75,233.75,63.55,-17.86,9,81.41
-53.75,236.25,47.92,-34.27,2,82.19
-53.75,238.75,43.02,-44.4,1,87.42
-53.75,241.25,56.7,-27.31,2,84.01
-53.75,243.75,56.15,-27.56,4,83.71
-53.75,246.25,61.39,-24,12,85.39
-53.75,248.75,51.69,-32.21,4,83.9
-53.75,251.25,36.5,-43.32,1,79.82
-53.75,253.75,49.32,-27.69,2,77.01
-53.75,256.25,92.54,14.13,39,78.41
-53.75,258.75,77.15,1.52,25,75.63
-53.75,261.25,55.04,-22.72,2,77.76
-53.75,263.75,52.39,-24.78,1,77.17
-53.75,266.25,69.26,-11.56,10,80.82
-53.75,268.75,56.92,-26.21,2,83.13
-53.75,271.25,44.76,-37.92,2,82.68
-53.75,273.75,45.54,-34.34,2,79.88
-53.75,276.25,55.24,-29.39,4,84.63
-53.75,278.75,53.58,-30.35,2,83.93
-53.75,281.25,66.43,-21.69,3,88.12
-53.75,283.75,102.25,-11.42,14,113.67
-53.75,286.25,135.61,-34.34,4,169.95
-53.75,288.75,60.64,-7.15,17,67.79
-53.75,291.25,42.96,1.93,29,41.03
-53.75,293.75,70.5,6.54,35,63.96
-53.75,296.25,70.6,-19.27,7,89.87
-53.75,298.75,66.66,-12.16,9,78.82
-53.75,301.25,68.54,-5.62,17,74.16
-53.75,303.75,67.42,-10.94,10,78.36
-53.75,306.25,70.3,-9.72,16,80.02
-53.75,308.75,105.53,27.49,43,78.04
-53.75,311.25,131.99,54.37,45,77.62
-53.75,313.75,76.33,-4.39,18,80.72
-53.75,316.25,49.98,-31.63,3,81.61
-53.75,318.75,104.38,23.33,43,81.05
-53.75,321.25,137,16.63,35,120.37
-53.75,323.75,53.84,-76.91,1,130.75
-53.75,326.25,56.48,-25.04,3,81.52
-53.75,328.75,87.39,6.42,34,80.97
-53.75,331.25,74.97,-3.39,21,78.36
-53.75,333.75,80.37,2.98,29,77.39
-53.75,336.25,100.43,21.36,43,79.07
-53.75,338.75,82.5,1.59,33,80.91
-53.75,341.25,55.27,-23.43,3,78.7
-53.75,343.75,62.76,-15.63,9,78.39
-53.75,346.25,66.97,-9.31,13,76.28
-53.75,348.75,75.49,0.04,22,75.45
-53.75,351.25,77.25,3.82,35,73.43
-53.75,353.75,63.28,-8.64,10,71.92
-53.75,356.25,89.15,16.59,41,72.56
-53.75,358.75,78.28,10.21,36,68.07
-51.25,1.25,78.75,2.52,28,76.23
-51.25,3.75,81.56,1.59,28,79.97
-51.25,6.25,67.04,-16.64,7,83.68
-51.25,8.75,64.26,-14.73,10,78.99
-51.25,11.25,59.76,-15.17,5,74.93
-51.25,13.75,67.3,-9.4,14,76.7
-51.25,16.25,67.29,-10.25,11,77.54
-51.25,18.75,80.55,2.1,27,78.45
-51.25,21.25,89.9,9.91,37,79.99
-51.25,23.75,79.97,-0.39,25,80.36
-51.25,26.25,88.39,6.95,32,81.44
-51.25,28.75,74.77,-15.44,11,90.21
-51.25,31.25,80.97,-10.23,16,91.2
-51.25,33.75,71.15,-21.23,9,92.38
-51.25,36.25,69.97,-25.7,5,95.67
-51.25,38.75,96.68,7.63,34,89.05
-51.25,41.25,89.57,-6.18,15,95.75
-51.25,43.75,107.84,6.78,33,101.06
-51.25,46.25,144.65,51.68,46,92.97
-51.25,48.75,104.95,14.28,41,90.67
-51.25,51.25,107.8,18.31,42,89.49
-51.25,53.75,102.97,15.23,38,87.74
-51.25,56.25,111.32,24.21,43,87.11
-51.25,58.75,102.07,15.88,38,86.19
-51.25,61.25,117.36,31.86,42,85.5
-51.25,63.75,85.03,-4.89,19,89.92
-51.25,66.25,91.56,0.22,27,91.34
-51.25,68.75,128.69,41.97,47,86.72
-51.25,71.25,107.01,20.52,44,86.49
-51.25,73.75,93.79,5.58,29,88.21
-51.25,76.25,106.68,20.32,41,86.36
-51.25,78.75,134,42.92,47,91.08
-51.25,81.25,121.39,29.1,45,92.29
-51.25,83.75,102.32,13.04,41,89.28
-51.25,86.25,89.28,8.36,38,80.92
-51.25,88.75,82.63,-3.66,28,86.29
-51.25,91.25,70.09,-11.26,15,81.35
-51.25,93.75,95.27,17.73,43,77.54
-51.25,96.25,86.76,9.88,36,76.88
-51.25,98.75,89.41,11.72,41,77.69
-51.25,101.25,84.56,7.95,36,76.61
-51.25,103.75,66.49,-11.87,11,78.36
-51.25,106.25,66.34,-8.31,13,74.65
-51.25,108.75,71.78,-2.07,24,73.85
-51.25,111.25,88.34,11.68,38,76.66
-51.25,113.75,82.77,7.91,35,74.86
-51.25,116.25,68.67,-9.63,9,78.3
-51.25,118.75,69.02,-8.57,8,77.59
-51.25,121.25,68.2,-12.36,8,80.56
-51.25,123.75,66.82,-14.63,4,81.45
-51.25,126.25,92.12,7.81,35,84.31
-51.25,128.75,95.34,10.79,31,84.55
-51.25,131.25,70.16,-13.63,8,83.79
-51.25,133.75,76.54,-8.26,15,84.8
-51.25,136.25,83,3.83,22,79.17
-51.25,138.75,127.35,46.66,47,80.69
-51.25,141.25,121.05,38.92,45,82.13
-51.25,143.75,75.94,-6.4,16,82.34
-51.25,146.25,73.02,-9.35,13,82.37
-51.25,148.75,80.83,-0.96,22,81.79
-51.25,151.25,80.59,-5.34,21,85.93
-51.25,153.75,85.17,0.47,27,84.7
-51.25,156.25,82.31,-6.93,23,89.24
-51.25,158.75,121.05,33.48,43,87.57
-51.25,161.25,103.52,16.51,38,87.01
-51.25,163.75,97.53,9.98,30,87.55
-51.25,166.25,75.79,-11.96,11,87.75
-51.25,168.75,92.31,4.32,29,87.99
-51.25,171.25,87.1,4.49,32,82.61
-51.25,173.75,55.35,-21.42,7,76.77
-51.25,176.25,60.11,-16.06,10,76.17
-51.25,178.75,67.52,-6.57,20,74.09
-51.25,181.25,49.48,-26.44,4,75.92
-51.25,183.75,81.73,5.3,32,76.43
-51.25,186.25,54.13,-22.84,7,76.97
-51.25,188.75,79.78,0.29,29,79.49
-51.25,191.25,90.33,12.76,36,77.57
-51.25,193.75,90.44,4.92,31,85.52
-51.25,196.25,54.8,-31.67,6,86.47
-51.25,198.75,45.23,-38.74,2,83.97
-51.25,201.25,57.86,-26.04,9,83.9
-51.25,203.75,43.92,-41.7,1,85.62
-51.25,206.25,74.6,-11.52,20,86.12
-51.25,208.75,88.87,3.06,32,85.81
-51.25,211.25,75.67,-4.43,25,80.1
-51.25,213.75,82.3,-5.62,25,87.92
-51.25,216.25,114.73,29.95,44,84.78
-51.25,218.75,57.97,-21.84,3,79.81
-51.25,221.25,72.23,-11.42,17,83.65
-51.25,223.75,88.95,4.36,25,84.59
-51.25,226.25,83.23,-0.63,29,83.86
-51.25,228.75,106.46,22.05,42,84.41
-51.25,231.25,85.8,0.02,24,85.78
-51.25,233.75,58.03,-24.38,6,82.41
-51.25,236.25,58.97,-22.32,9,81.29
-51.25,238.75,49.82,-33.83,4,83.65
-51.25,241.25,52.03,-31.68,3,83.71
-51.25,243.75,53.4,-32.03,4,85.43
-51.25,246.25,51.7,-32.64,4,84.34
-51.25,248.75,55.01,-29.12,5,84.13
-51.25,251.25,51.91,-29.11,4,81.02
-51.25,253.75,68.89,-19.44,8,88.33
-51.25,256.25,78.43,-6.22,19,84.65
-51.25,258.75,55.85,-28.19,4,84.04
-51.25,261.25,61.39,-23.46,6,84.85
-51.25,263.75,63.9,-16.3,7,80.2
-51.25,266.25,56.32,-26.87,2,83.19
-51.25,268.75,48.87,-33.8,3,82.67
-51.25,271.25,47.18,-29.94,3,77.12
-51.25,273.75,57.37,-19.53,5,76.9
-51.25,276.25,55.51,-26.54,4,82.05
-51.25,278.75,54.93,-28.67,2,83.6
-51.25,281.25,74.03,-25.39,5,99.42
-51.25,283.75,101.3,-26.48,11,127.78
-51.25,286.25,82.99,-13.73,16,96.72
-51.25,288.75,40.03,-3.72,25,43.75
-51.25,291.25,53.7,7.3,36,46.4
-51.25,293.75,86.46,6.45,33,80.01
-51.25,296.25,82.72,11.57,36,71.15
-51.25,298.75,73.53,12.49,39,61.04
-51.25,301.25,100,37.41,47,62.59
-51.25,303.75,101.27,26.99,45,74.28
-51.25,306.25,51.6,-22.82,3,74.42
-51.25,308.75,65.05,-10.66,13,75.71
-51.25,311.25,116.02,31.85,42,84.17
-51.25,313.75,88.46,6.36,33,82.1
-51.25,316.25,56.5,-30.94,4,87.44
-51.25,318.75,76.18,-10.8,20,86.98
-51.25,321.25,136.33,46.76,46,89.57
-51.25,323.75,59.76,-21.6,11,81.36
-51.25,326.25,70.81,-10.22,15,81.03
-51.25,328.75,74.8,-12.69,18,87.49
-51.25,331.25,85.77,0.34,29,85.43
-51.25,333.75,113.39,30.46,44,82.93
-51.25,336.25,100.46,14.88,39,85.58
-51.25,338.75,52.94,-23.79,3,76.73
-51.25,341.25,89.19,8.45,36,80.74
-51.25,343.75,63.5,-19.85,9,83.35
-51.25,346.25,75.85,-5.48,18,81.33
-51.25,348.75,99.78,24.06,45,75.72
-51.25,351.25,102.78,26.45,45,76.33
-51.25,353.75,93.47,17.66,42,75.81
-51.25,356.25,96.6,20.29,43,76.31
-51.25,358.75,86.9,7.73,32,79.17
-48.75,1.25,116.15,29.27,45,86.88
-48.75,3.75,73.82,-16.98,10,90.8
-48.75,6.25,96.46,8.45,32,88.01
-48.75,8.75,101.27,18.43,40,82.84
-48.75,11.25,122.69,40.8,44,81.89
-48.75,13.75,90.52,10.84,35,79.68
-48.75,16.25,89.62,8.18,31,81.44
-48.75,18.75,89.97,5.04,26,84.93
-48.75,21.25,94.46,11.08,36,83.38
-48.75,23.75,107.49,19.86,44,87.63
-48.75,26.25,88.77,0.55,24,88.22
-48.75,28.75,98.42,0.41,26,98.01
-48.75,31.25,64.25,-37.42,5,101.67
-48.75,33.75,65.96,-30.53,6,96.49
-48.75,36.25,78.34,-18.93,10,97.27
-48.75,38.75,109.04,13.32,33,95.72
-48.75,41.25,121.22,21.06,39,100.16
-48.75,43.75,107.51,8.16,34,99.35
-48.75,46.25,117.65,26.43,42,91.22
-48.75,48.75,120.17,28.53,43,91.64
-48.75,51.25,113.49,19.77,38,93.72
-48.75,53.75,101.13,6.52,24,94.61
-48.75,56.25,105.07,11.46,32,93.61
-48.75,58.75,128.97,34.11,44,94.86
-48.75,61.25,142.05,46.32,45,95.73
-48.75,63.75,140.4,46.91,47,93.49
-48.75,66.25,145.67,49.04,46,96.63
-48.75,68.75,158.22,66.15,47,92.07
-48.75,71.25,127.31,38.01,45,89.3
-48.75,73.75,106.54,17.07,41,89.47
-48.75,76.25,102.14,11.31,37,90.83
-48.75,78.75,113.61,23.53,43,90.08
-48.75,81.25,124.02,33.68,46,90.34
-48.75,83.75,90.25,5.73,34,84.52
-48.75,86.25,88.36,-1.99,28,90.35
-48.75,88.75,74.86,-12.42,15,87.28
-48.75,91.25,73.92,-8.22,19,82.14
-48.75,93.75,67.65,-8.97,16,76.62
-48.75,96.25,67.85,-8.31,19,76.16
-48.75,98.75,80.36,5.79,33,74.57
-48.75,101.25,83.12,6.62,35,76.5
-48.75,103.75,57.27,-17.34,6,74.61
-48.75,106.25,55.62,-17.02,5,72.64
-48.75,108.75,54.97,-19.57,6,74.54
-48.75,111.25,62.61,-14.34,10,76.95
-48.75,113.75,48.02,-23.49,3,71.51
-48.75,116.25,53.7,-21.67,3,75.37
-48.75,118.75,57.76,-14.65,4,72.41
-48.75,121.25,83.55,7.9,30,75.65
-48.75,123.75,80.17,0.32,22,79.85
-48.75,126.25,63.99,-18.7,6,82.69
-48.75,128.75,61.91,-19.62,7,81.53
-48.75,131.25,75.89,-2.39,19,78.28
-48.75,133.75,85.97,11.01,33,74.96
-48.75,136.25,91.73,15.87,36,75.86
-48.75,138.75,100.15,31,47,69.15
-48.75,141.25,87.3,13.98,34,73.32
-48.75,143.75,60.44,-12.18,12,72.62
-48.75,146.25,60.65,-8.78,15,69.43
-48.75,148.75,45.46,-31.17,2,76.63
-48.75,151.25,68.11,-8.46,17,76.57
-48.75,153.75,74.83,-5.06,18,79.89
-48.75,156.25,60.79,-20.54,9,81.33
-48.75,158.75,105.64,24.11,42,81.53
-48.75,161.25,111.74,25.97,41,85.77
-48.75,163.75,52.78,-38.45,3,91.23
-48.75,166.25,65.41,-40.12,5,105.53
-48.75,168.75,73.9,-20.97,12,94.87
-48.75,171.25,50.47,-36.09,4,86.56
-48.75,173.75,47.05,-29.85,4,76.9
-48.75,176.25,43.11,-27.72,6,70.83
-48.75,178.75,49.21,-19.09,8,68.3
-48.75,181.25,53.44,-15.64,12,69.08
-48.75,183.75,63.16,-14.35,13,77.51
-48.75,186.25,27.59,-48.77,1,76.36
-48.75,188.75,49.89,-27.89,7,77.78
-48.75,191.25,72.32,-10.6,24,82.92
-48.75,193.75,51.88,-29.93,7,81.81
-48.75,196.25,87.56,1.09,29,86.47
-48.75,198.75,82.1,3.16,30,78.94
-48.75,201.25,90.75,7.23,31,83.52
-48.75,203.75,86.48,5.73,30,80.75
-48.75,206.25,65.97,-13.48,14,79.45
-48.75,208.75,67.84,-9.96,16,77.8
-48.75,211.25,64.46,-19.08,9,83.54
-48.75,213.75,65.44,-17.68,14,83.12
-48.75,216.25,61.23,-17.29,8,78.52
-48.75,218.75,87.4,12.38,36,75.02
-48.75,221.25,111,36.56,43,74.44
-48.75,223.75,103.77,26.44,44,77.33
-48.75,226.25,108.38,22.54,43,85.84
-48.75,228.75,122.93,36.52,45,86.41
-48.75,231.25,94.7,12.49,36,82.21
-48.75,233.75,48.03,-39.67,1,87.7
-48.75,236.25,70.1,-18.81,13,88.91
-48.75,238.75,78.77,-3.39,20,82.16
-48.75,241.25,55.34,-30.44,5,85.78
